row_id,country,is_urban,age,female,married,religion,relationship_to_hh_head,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,employment_category_last_year,employment_type_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability
3787,F,TRUE,16,FALSE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,3,5,TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.191
3788,G,FALSE,28,FALSE,TRUE,X,Head,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,other,other,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,3,0.852
3789,F,FALSE,30,FALSE,TRUE,Q,Son/Daughter,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,irregular_seasonal,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.875
3790,J,FALSE,30,TRUE,TRUE,X,Spouse,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,self_employed,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,5,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.453
3791,G,TRUE,32,TRUE,FALSE,X,Head,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,unemployed,not_working,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,2,5,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,6,0.471
3792,J,FALSE,28,TRUE,TRUE,Q,Spouse,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,housewife_or_student,not_working,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.6
3793,J,FALSE,35,TRUE,FALSE,X,Head,2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,employed,self_employed,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,1,5,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,2,0.216
3794,I,FALSE,24,TRUE,FALSE,Q,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,2,2.5,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.482
3795,A,TRUE,52,FALSE,TRUE,Q,Head,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,0,1,0.123
3796,F,FALSE,20,FALSE,FALSE,Q,Father/Mother,3,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,salaried,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,3,4.666666667,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,3,0.035
3797,D,TRUE,32,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,self_employed,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,1,5,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.95
3798,A,TRUE,28,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,3,4,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,3,0.843
3799,A,FALSE,30,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,2,0.123
3800,D,FALSE,70,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,retired_or_disabled,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,4,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.569
3801,C,FALSE,32,TRUE,TRUE,P,Unknown,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.185
3802,C,FALSE,40,TRUE,TRUE,P,Spouse,1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.664
3803,F,TRUE,16,TRUE,FALSE,X,Father/Mother,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,other,other,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.63
3804,G,TRUE,17,TRUE,FALSE,X,Sister/Brother,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,salaried,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,2,0.241
3805,A,FALSE,26,FALSE,TRUE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,self_employed,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.879
3806,I,TRUE,18,TRUE,FALSE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.26
3807,D,FALSE,31,FALSE,FALSE,X,Head,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,,,,10,3,3.333333333,TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,2,2,7,0.456
3808,G,TRUE,23,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,salaried,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,2,4.5,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,4,0.64
3809,F,TRUE,34,FALSE,TRUE,Q,Head,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,other,other,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,2,3,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,3,0
3810,I,FALSE,38,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,salaried,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,4,0.035
3811,J,TRUE,34,TRUE,FALSE,X,Head,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,employed,self_employed,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,1,2,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2,0,4,0.453
3812,C,FALSE,65,FALSE,TRUE,P,Father/Mother,1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,retired_or_disabled,not_working,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,2,3,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.849
3813,C,FALSE,50,TRUE,TRUE,P,Spouse,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.515
3814,G,TRUE,24,FALSE,TRUE,X,Head,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,employed,salaried,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,TRUE,TRUE,FALSE,TRUE,TRUE,5,,,,1,2,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,7,0.523
3815,G,FALSE,21,TRUE,FALSE,X,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,salaried,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,2,5,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,1,7,0.253
3816,F,FALSE,65,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,self_employed,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,,,,,1,2,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.449
3817,C,FALSE,51,FALSE,FALSE,P,Head,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.939
3818,D,FALSE,29,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,self_employed,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,1,1,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.967
3819,G,FALSE,33,TRUE,FALSE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,self_employed,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2,2,TRUE,TRUE,TRUE,FALSE,TRUE,,,,,1,4,TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,5,0.803
3820,J,FALSE,54,FALSE,TRUE,X,Head,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,employed,irregular_seasonal,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,4.5,TRUE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.216
3821,C,FALSE,28,TRUE,TRUE,P,Other,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,housewife_or_student,not_working,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,1,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.99
3822,D,FALSE,19,TRUE,FALSE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,unemployed,not_working,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0.999
3823,A,FALSE,20,TRUE,TRUE,Q,Spouse,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,housewife_or_student,not_working,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,1,4,FALSE,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,4,0.915
3824,F,TRUE,28,TRUE,TRUE,Q,Father/Mother,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,1,1,FALSE,FALSE,FALSE,2,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,2,0.449
3825,A,FALSE,19,TRUE,TRUE,Q,Other,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,2,2,FALSE,FALSE,FALSE,3,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.409
3826,G,FALSE,26,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,2,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,2,3,TRUE,FALSE,FALSE,2,TRUE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,3,0.437
3827,F,TRUE,60,TRUE,TRUE,Q,Spouse,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,employed,self_employed,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.63
3828,I,FALSE,29,FALSE,TRUE,Q,Head,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,1,4,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.548
3829,C,FALSE,25,TRUE,FALSE,P,Son/Daughter,3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,salaried,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.751
3830,G,TRUE,57,FALSE,TRUE,Q,Head,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,salaried,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,1,5,TRUE,FALSE,TRUE,1,TRUE,TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,0,4,0.506
3831,F,FALSE,35,FALSE,TRUE,Q,Son/Daughter,1,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,irregular_seasonal,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,2,TRUE,TRUE,TRUE,0,FALSE,TRUE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,0,0.785
3832,D,TRUE,51,TRUE,FALSE,X,Head,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,other,other,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.757
3833,D,FALSE,49,TRUE,TRUE,X,Head,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,irregular_seasonal,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,2,3.5,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0.95
3834,G,FALSE,28,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,self_employed,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,3,5,TRUE,TRUE,TRUE,0,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.768
3835,D,FALSE,23,FALSE,FALSE,Q,Head,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,5,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,4,0.895
3836,I,TRUE,40,FALSE,TRUE,Q,Head,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,self_employed,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,1,TRUE,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,0.548
3837,I,FALSE,29,FALSE,TRUE,Q,Son/Daughter,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,employed,self_employed,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,,,,,1,4,FALSE,FALSE,FALSE,3,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,5,0.584
3838,G,FALSE,32,TRUE,TRUE,X,Spouse,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,other,other,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,2,5,TRUE,TRUE,FALSE,1,TRUE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,4,0.591
3839,A,TRUE,80,FALSE,TRUE,Q,Father/Mother,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,retired_or_disabled,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,0,0,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.732
3840,I,FALSE,34,FALSE,TRUE,Q,Head,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,employed,salaried,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,0,0,TRUE,TRUE,FALSE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,0,3,0.846
3841,A,FALSE,22,TRUE,TRUE,Q,Spouse,3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,housewife_or_student,not_working,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,1,2,FALSE,FALSE,FALSE,2,TRUE,TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,2,0.633
3842,J,FALSE,19,TRUE,TRUE,X,Spouse,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,employed,irregular_seasonal,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,4,3.75,FALSE,FALSE,FALSE,0,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0.929
